target_index,target_concept,count,embedding_cosine_mean,embedding_cosine_min,embedding_cosine_max,embedding_cosine_std,embedding_angle_degrees_mean,embedding_angle_degrees_min,embedding_angle_degrees_max,embedding_angle_degrees_std,residual_norm_mean,residual_norm_min,residual_norm_max,residual_norm_std,relative_embedding_residual_norm_mean,relative_embedding_residual_norm_min,relative_embedding_residual_norm_max,relative_embedding_residual_norm_std,output_cosine_mean,output_cosine_min,output_cosine_max,output_cosine_std,output_angle_degrees_mean,output_angle_degrees_min,output_angle_degrees_max,output_angle_degrees_std,output_residual_norm_mean,output_residual_norm_min,output_residual_norm_max,output_residual_norm_std,relative_output_residual_norm_mean,relative_output_residual_norm_min,relative_output_residual_norm_max,relative_output_residual_norm_std
33,Elon Musk,16,0.00024448681506328285,0.00024448681506328285,0.00024448681506328285,0.0,89.98599243164062,89.98599243164062,89.98599243164062,0.0,35.457359313964844,35.457359313964844,35.457359313964844,0.0,1.246417760848999,1.246417760848999,1.246417760848999,0.0,0.1923259668983519,-0.34059566259384155,0.7418078184127808,0.38302696725380625,77.73515200614929,42.11436080932617,109.91316986083984,23.694358225507422,30.663207858800888,7.863521099090576,59.75204086303711,17.98768248807895,1.0892767533659935,0.6839752197265625,1.3820348978042603,0.25128985679225363
34,Elvis Presley,16,-0.004397465381771326,-0.004397465381771326,-0.004397465381771326,0.0,90.251953125,90.251953125,90.251953125,0.0,35.76127624511719,35.76127624511719,35.76127624511719,0.0,1.2516720294952393,1.2516720294952393,1.2516720294952393,0.0,0.23538368963636458,-0.19569715857505798,0.75304114818573,0.3526399533587335,75.10911703109741,41.1454963684082,101.28545379638672,22.092609339453777,28.52236744761467,6.405720233917236,53.43153381347656,17.16674489783045,1.0797450505197048,0.6722971200942993,1.3844667673110962,0.2564418557000507
35,Emma Stone,16,0.006799794267863035,0.006799794267863035,0.006799794267863035,0.0,89.61039733886719,89.61039733886719,89.61039733886719,0.0,37.2534065246582,37.2534065246582,37.2534065246582,0.0,1.309691309928894,1.309691309928894,1.309691309928894,0.0,0.24658854806330055,-0.20807386934757233,0.8041980862617493,0.348786741113829,74.37043642997742,36.46711730957031,102.00950622558594,22.030583651890165,30.20805335044861,7.142702102661133,59.55555725097656,17.957666968042417,1.1146512925624847,0.6027876734733582,1.4587005376815796,0.278841266543265
36,Frida Kahlo,16,-0.10295963287353516,-0.10295963287353516,-0.10295963287353516,0.0,95.90962982177734,95.90962982177734,95.90962982177734,0.0,36.803287506103516,36.803287506103516,36.803287506103516,0.0,1.3035999536514282,1.3035999536514282,1.3035999536514282,0.0,0.1600092863664031,-0.38150352239608765,0.761019229888916,0.39654621705146176,79.69931077957153,40.445865631103516,112.42684936523438,24.459475942647323,29.31891632080078,7.678272724151611,56.8812141418457,17.046376880348486,1.143461849540472,0.6899776458740234,1.4004230499267578,0.24462364878549928
37,George Clooney,16,0.04322296753525734,0.04322296753525734,0.04322296753525734,0.0,87.52273559570312,87.52273559570312,87.52273559570312,0.0,36.2648811340332,36.2648811340332,36.2648811340332,0.0,1.2755818367004395,1.2755818367004395,1.2755818367004395,0.0,0.26645994023419917,-0.24397017061710358,0.7907912731170654,0.35465552277530543,73.0283374786377,37.740482330322266,104.12097930908203,22.639048558023333,28.824880838394165,6.955730438232422,57.78279495239258,16.999191105721135,1.0958163067698479,0.6136210560798645,1.490498661994934,0.29968435535869875
38,Glenn Close,16,-0.07054296135902405,-0.07054296135902405,-0.07054296135902405,0.0,94.04517364501953,94.04517364501953,94.04517364501953,0.0,37.53266143798828,37.53266143798828,37.53266143798828,0.0,1.3282997608184814,1.3282997608184814,1.3282997608184814,0.0,0.18755695479921997,-0.29828816652297974,0.7186920642852783,0.3643982659589565,78.18346214294434,44.053401947021484,107.35482025146484,22.388472963687203,30.581668853759766,8.08387279510498,58.73252487182617,17.869101837102807,1.1416990831494331,0.7468212842941284,1.440369725227356,0.24588495432859261
39,Gwyneth Paltrow,16,0.032099537551403046,0.032099537551403046,0.032099537551403046,0.0,88.16051483154297,88.16051483154297,88.16051483154297,0.0,34.99391555786133,34.99391555786133,34.99391555786133,0.0,1.2360233068466187,1.2360233068466187,1.2360233068466187,0.0,0.24669559797621332,-0.17007313668727875,0.6556302309036255,0.2954716561687788,74.95308923721313,49.03254699707031,99.79206848144531,17.974412716657493,27.84250569343567,8.39360523223877,53.17943572998047,15.62443392272587,1.101231575012207,0.78609699010849,1.423560380935669,0.2080529570485708
40,Harrison Ford,16,-0.08215945959091187,-0.08215945959091187,-0.08215945959091187,0.0,94.71270751953125,94.71270751953125,94.71270751953125,0.0,37.32853317260742,37.32853317260742,37.32853317260742,0.0,1.3202862739562988,1.3202862739562988,1.3202862739562988,0.0,0.1814460987225175,-0.3459450900554657,0.7305841445922852,0.376326566300995,78.49698543548584,43.064613342285156,110.239501953125,23.111910827663213,30.494619727134705,8.118417739868164,60.14073944091797,18.17136805542821,1.1552008055150509,0.7286878824234009,1.481309413909912,0.25569526028258804
41,Hillary Clinton,16,0.045741237699985504,0.045741237699985504,0.045741237699985504,0.0,87.37830352783203,87.37830352783203,87.37830352783203,0.0,35.031028747558594,35.031028747558594,35.031028747558594,0.0,1.2345432043075562,1.2345432043075562,1.2345432043075562,0.0,0.21227595198433846,-0.19761669635772705,0.7283851504325867,0.32655741127348775,76.69301176071167,43.248817443847656,101.39762878417969,20.371494245908746,30.888362258672714,7.177865505218506,56.9369010925293,17.708042701061263,1.0790987759828568,0.6853308081626892,1.3501005172729492,0.22993486347951592
42,Hugh Jackman,16,-0.022440195083618164,-0.022440195083618164,-0.022440195083618164,0.0,91.28583526611328,91.28583526611328,91.28583526611328,0.0,37.75529861450195,37.75529861450195,37.75529861450195,0.0,1.3110079765319824,1.3110079765319824,1.3110079765319824,0.0,0.26099656615406275,-0.20536795258522034,0.7272788286209106,0.332868100626109,73.74954962730408,43.34124755859375,101.85104370117188,20.646521097621694,28.589116662740707,7.706150531768799,55.7495002746582,16.675413371637347,1.1189826168119907,0.7131152749061584,1.5036046504974365,0.27159107831938406
