label,Adam Driver,Adriana Lima,Amber Heard,Amy Adams,Andrew Garfield,Angelina Jolie,Anjelica Huston,Anna Faris,Anna Kendrick,Anne Hathaway,Arnold Schwarzenegger,Barack Obama,Beth Behrs,Bill Clinton,Bob Dylan,Bob Marley,Bradley Cooper,Bruce Willis,Bryan Cranston,Cameron Diaz,Channing Tatum,Charlie Sheen,Charlize Theron,Chris Evans,Chris Hemsworth,Chris Pine,Chuck Norris,Courteney Cox,Demi Lovato,Drake,Drew Barrymore,Dwayne Johnson,Ed Sheeran,Elon Musk,Elvis Presley,Emma Stone,Frida Kahlo,George Clooney,Glenn Close,Gwyneth Paltrow,Harrison Ford,Hillary Clinton,Hugh Jackman,Idris Elba,Jake Gyllenhaal,James Franco,Jared Leto,Jason Momoa,Jennifer Aniston,Jennifer Lawrence,person,<empty>
Adam Driver,0.9999998211860657,0.0826963260769844,0.18425562977790833,0.21606189012527466,0.2963177561759949,0.17986276745796204,0.2281804233789444,0.036794573068618774,0.19680947065353394,0.2864599823951721,0.14939936995506287,0.15350444614887238,0.15433333814144135,0.14732657372951508,0.13196192681789398,0.1932608187198639,0.3077847361564636,0.24140293896198273,0.21223151683807373,0.14058732986450195,0.2769777178764343,0.13442856073379517,0.17810332775115967,0.32014399766921997,0.27340659499168396,0.1530456244945526,0.19294166564941406,0.15310490131378174,0.2107577919960022,0.1933681219816208,0.09572923183441162,0.2664414644241333,0.24198852479457855,0.16652122139930725,0.12088431417942047,0.2055412083864212,0.1456977128982544,0.18158218264579773,0.15833286941051483,0.13784579932689667,0.3921213746070862,0.08946606516838074,0.1922810971736908,0.29541638493537903,0.18974599242210388,0.33343440294265747,0.2624052166938782,0.29901835322380066,0.1360352635383606,0.16068816184997559,-0.01632523164153099,-0.09804222732782364
Adriana Lima,0.0826963260769844,1.0,0.2809239625930786,0.22847624123096466,0.09106626361608505,0.4271538257598877,0.16119268536567688,0.22443610429763794,0.29310473799705505,0.2757779359817505,0.13944628834724426,0.018018193542957306,0.10874388366937637,0.04677301645278931,-0.013552557677030563,0.026022596284747124,0.13452036678791046,0.045911259949207306,-0.009805982932448387,0.33493858575820923,0.28175878524780273,0.04136386513710022,0.30275288224220276,0.08145317435264587,0.2042980194091797,0.054431814700365067,0.027593443170189857,0.25887322425842285,0.16442374885082245,0.05351093038916588,0.17422354221343994,0.1494937241077423,0.09643874317407608,0.07671600580215454,0.09975951164960861,0.17711764574050903,0.18761494755744934,0.07555034756660461,0.20487087965011597,0.2577320337295532,0.025368323549628258,0.0569387786090374,0.13296133279800415,0.09548945724964142,0.12912370264530182,0.22875477373600006,0.21593527495861053,0.1868285834789276,0.2535928785800934,0.2160147875547409,0.0332963652908802,-0.0923902690410614
Amber Heard,0.18425562977790833,0.2809239625930786,1.0,0.3402227759361267,0.23068562150001526,0.3589246869087219,0.26636508107185364,0.15251745283603668,0.26066452264785767,0.2763236165046692,0.18526625633239746,0.06894612312316895,0.16179579496383667,0.1159106194972992,0.16811685264110565,0.1266654133796692,0.14871884882450104,0.173567533493042,0.15688787400722504,0.2825253903865814,0.1800280213356018,0.21925751864910126,0.2600603401660919,0.16225793957710266,0.32124802470207214,0.2585708200931549,0.1109970360994339,0.21280193328857422,0.2295573651790619,0.04096986725926399,0.3205181956291199,0.15646588802337646,0.09220436215400696,0.20088207721710205,0.17445823550224304,0.28564178943634033,0.16423572599887848,0.19341713190078735,0.2599998712539673,0.3359090983867645,0.12526489794254303,0.18034794926643372,0.20648393034934998,0.234964057803154,0.18603408336639404,0.29534614086151123,0.2092754989862442,0.26274579763412476,0.1948576271533966,0.2034926563501358,0.0467940978705883,-0.11042539030313492
Amy Adams,0.21606189012527466,0.22847624123096466,0.3402227759361267,0.9999998807907104,0.24081553518772125,0.3276122808456421,0.13660678267478943,0.2365267425775528,0.39888617396354675,0.2911086678504944,0.24545316398143768,0.1760643720626831,0.18182605504989624,0.11092649400234222,0.13141924142837524,0.15816646814346313,0.24566905200481415,0.3111221194267273,0.24291139841079712,0.20999178290367126,0.2992284595966339,0.15672194957733154,0.24630850553512573,0.2562161684036255,0.2316748946905136,0.2969017028808594,0.3015214800834656,0.28767961263656616,0.2332189381122589,0.21307162940502167,0.32828474044799805,0.26747480034828186,0.22930371761322021,0.11730344593524933,0.14961987733840942,0.351728230714798,0.16409727931022644,0.22408844530582428,0.2779730260372162,0.3528532385826111,0.200572669506073,0.16213753819465637,0.2982887923717499,0.28744786977767944,0.3013209104537964,0.21111264824867249,0.23547907173633575,0.18690162897109985,0.37337416410446167,0.2634785771369934,-0.019622614607214928,-0.11648373305797577
Andrew Garfield,0.2963177561759949,0.09106626361608505,0.23068562150001526,0.24081553518772125,1.0,0.2217840999364853,0.15297085046768188,0.15798914432525635,0.20913760364055634,0.3724280297756195,0.11977608501911163,0.14836852252483368,0.1681615263223648,0.08009309321641922,0.06517541408538818,0.13856004178524017,0.3960152268409729,0.19435536861419678,0.2768949270248413,0.22322000563144684,0.24416519701480865,0.2526841163635254,0.1389007866382599,0.4323022663593292,0.3597266972064972,0.3199756443500519,0.09981308877468109,0.16570259630680084,0.14870911836624146,0.13294827938079834,0.1735093593597412,0.18827447295188904,0.1726708561182022,0.09381476789712906,0.0442679226398468,0.3661159574985504,0.1698412448167801,0.2581821084022522,0.14089444279670715,0.19092488288879395,0.3272348642349243,0.050168029963970184,0.3199377655982971,0.2262527346611023,0.23634493350982666,0.29822996258735657,0.17066004872322083,0.19255009293556213,0.2507259249687195,0.3011406362056732,0.022403445094823837,-0.09810884296894073
Angelina Jolie,0.17986276745796204,0.4271538257598877,0.3589246869087219,0.3276122808456421,0.2217840999364853,1.0,0.3292732834815979,0.2194918990135193,0.24052463471889496,0.3196060359477997,0.34642457962036133,0.20158261060714722,0.0784376859664917,0.18995405733585358,0.21446891129016876,0.1851050853729248,0.2459561973810196,0.18511396646499634,0.1374380737543106,0.3383488059043884,0.2988317608833313,0.1778506636619568,0.328784316778183,0.16195008158683777,0.26267439126968384,0.1258496642112732,0.11422029137611389,0.3695101737976074,0.36343279480934143,0.12582045793533325,0.3244590759277344,0.28871023654937744,0.1533001959323883,0.1890850067138672,0.275577574968338,0.3319614827632904,0.21818716824054718,0.2946684956550598,0.23750299215316772,0.3745095729827881,0.13143643736839294,0.2599395513534546,0.286691278219223,0.18939334154129028,0.16772644221782684,0.3231254816055298,0.3126022219657898,0.27613791823387146,0.4016820788383484,0.35028672218322754,0.059479404240846634,-0.11525791138410568
Anjelica Huston,0.2281804233789444,0.16119271516799927,0.26636505126953125,0.13660675287246704,0.15297085046768188,0.3292732834815979,1.0,0.155318945646286,0.1693352460861206,0.25796252489089966,0.22507154941558838,0.09329657256603241,0.2781919240951538,0.09893232583999634,0.08863376826047897,0.11387216299772263,0.12668409943580627,0.24947206676006317,0.16596119105815887,0.2884027063846588,0.16337035596370697,0.1989162713289261,0.13846945762634277,0.06039049103856087,0.1790245920419693,0.09143976867198944,0.18235841393470764,0.3095782399177551,0.163526713848114,0.018192045390605927,0.2675826847553253,0.19651058316230774,0.03617756441235542,0.09896860271692276,0.11755765974521637,0.19531244039535522,0.18777279555797577,0.1891244649887085,0.3136669397354126,0.30363184213638306,0.20301175117492676,0.16692015528678894,0.2057138979434967,0.24477122724056244,0.1453959047794342,0.24965575337409973,0.1744421124458313,0.2306702733039856,0.24436941742897034,0.16259296238422394,0.06451959162950516,-0.05949108302593231
Anna Faris,0.036794569343328476,0.22443613409996033,0.1525174230337143,0.236526757478714,0.15798914432525635,0.2194918990135193,0.155318945646286,0.9999998807907104,0.33375293016433716,0.2761228680610657,0.1380772590637207,0.039083920419216156,0.36137720942497253,-0.021601494401693344,0.028044505044817924,0.020246785134077072,0.18258604407310486,0.17171987891197205,0.11084012687206268,0.2814321517944336,0.1598382592201233,0.0928892269730568,0.4191080331802368,0.16437828540802002,0.18083399534225464,0.10451970249414444,0.12788034975528717,0.2875564992427826,0.14844290912151337,0.05040069669485092,0.31865277886390686,0.07586081326007843,0.015444728545844555,0.06690904498100281,0.09820406138896942,0.3476269245147705,0.10453600436449051,0.16068463027477264,0.14668497443199158,0.3321199417114258,0.11541394889354706,0.01837886869907379,0.07450171560049057,0.1829407960176468,0.32371312379837036,0.20703858137130737,0.07755538821220398,0.06899861246347427,0.2713126242160797,0.234593465924263,0.10846109688282013,-0.05824017897248268
Anna Kendrick,0.19680948555469513,0.29310470819473267,0.26066452264785767,0.3988862633705139,0.20913760364055634,0.24052464962005615,0.1693352460861206,0.33375293016433716,0.9999998807907104,0.3443053364753723,0.13326749205589294,0.12394803017377853,0.26643532514572144,0.09166043996810913,0.10751406848430634,0.10104240477085114,0.19030186533927917,0.13379132747650146,0.12641042470932007,0.20207901298999786,0.18921005725860596,0.07926808297634125,0.17340686917304993,0.15180499851703644,0.1509685516357422,0.16964498162269592,0.0861838310956955,0.19824203848838806,0.25975292921066284,0.1300981640815735,0.24504561722278595,0.16479800641536713,0.17619214951992035,0.1299573928117752,0.14038780331611633,0.3720514178276062,0.0984906554222107,0.17675283551216125,0.13536915183067322,0.3243860900402069,0.16390889883041382,0.12437045574188232,0.10738301277160645,0.1713433861732483,0.2942197024822235,0.20564141869544983,0.18063975870609283,0.13250614702701569,0.31143537163734436,0.3055553436279297,0.03290172293782234,-0.09122445434331894
Anne Hathaway,0.2864599823951721,0.2757779359817505,0.2763236165046692,0.2911086678504944,0.3724280297756195,0.3196060359477997,0.25796249508857727,0.27612289786338806,0.3443053364753723,1.0,0.1262078881263733,0.012691456824541092,0.30374184250831604,0.10255343466997147,0.05282926559448242,0.04745116084814072,0.23927628993988037,0.2285313904285431,0.15361952781677246,0.25566157698631287,0.21164527535438538,0.16422897577285767,0.2606457769870758,0.2084832340478897,0.21220067143440247,0.19904014468193054,0.08530731499195099,0.2741362154483795,0.22010838985443115,0.09178054332733154,0.26875510811805725,0.18360014259815216,0.15010184049606323,0.13653519749641418,0.055867649614810944,0.4081805348396301,0.19619539380073547,0.20795001089572906,0.2025781273841858,0.29444998502731323,0.05051180720329285,0.1480133831501007,0.27924346923828125,0.19845765829086304,0.15318827331066132,0.20993752777576447,0.1306626796722412,0.11490631103515625,0.20734399557113647,0.290858656167984,0.0662536472082138,-0.07224409282207489
Arnold Schwarzenegger,0.14939936995506287,0.13944628834724426,0.18526625633239746,0.24545316398143768,0.11977608501911163,0.34642457962036133,0.22507154941558838,0.1380772888660431,0.13326747715473175,0.1262078881263733,0.9999998807907104,0.32894882559776306,0.1143680214881897,0.17220227420330048,0.21855208277702332,0.278499960899353,0.19144690036773682,0.35613054037094116,0.3232651948928833,0.12186524271965027,0.3008829951286316,0.20025891065597534,0.12350974977016449,0.17987017333507538,0.25002235174179077,0.1827910840511322,0.4020783603191376,0.11883099377155304,0.20163556933403015,0.15404267609119415,0.1979808807373047,0.35716843605041504,0.14610761404037476,0.289250910282135,0.3095967471599579,0.17619314789772034,0.1743689328432083,0.2887726426124573,0.16383904218673706,0.22822199761867523,0.2589496672153473,0.18837514519691467,0.4105272889137268,0.23722565174102783,0.17949476838111877,0.30090588331222534,0.20597994327545166,0.2663143277168274,0.2857769727706909,0.16973593831062317,-0.02166776731610298,-0.11466433852910995
Barack Obama,0.15350444614887238,0.018018193542957306,0.06894612312316895,0.1760643720626831,0.14836852252483368,0.20158261060714722,0.09329657256603241,0.03908393532037735,0.12394802272319794,0.012691456824541092,0.32894882559776306,1.0,-0.0012245271354913712,0.4274129867553711,0.17850911617279053,0.24487018585205078,0.23360583186149597,0.24292807281017303,0.2576255798339844,0.10421711951494217,0.27666908502578735,0.08482158929109573,0.07776327431201935,0.1352793574333191,0.158005952835083,0.12939533591270447,0.22808042168617249,0.13110683858394623,0.2918098568916321,0.3331410884857178,0.09762570261955261,0.2044363021850586,0.19314704835414886,0.2619604468345642,0.17967763543128967,0.127726212143898,0.10130655765533447,0.3620935380458832,0.08063803613185883,0.1818588376045227,0.22853726148605347,0.512269139289856,0.2773534953594208,0.26445019245147705,0.23047177493572235,0.15055254101753235,0.23398879170417786,0.21518534421920776,0.20928941667079926,0.16947099566459656,0.04715697467327118,-0.10493505746126175
Beth Behrs,0.15433333814144135,0.10874388366937637,0.16179579496383667,0.18182605504989624,0.1681615263223648,0.0784376859664917,0.2781919538974762,0.3613772392272949,0.26643529534339905,0.30374184250831604,0.1143680214881897,-0.0012245271354913712,1.0,0.0585506372153759,0.06910453736782074,0.025309277698397636,0.19677303731441498,0.11072351783514023,0.1826108992099762,0.30476948618888855,0.14767849445343018,0.17819680273532867,0.14372597634792328,0.14618736505508423,0.17274078726768494,0.13699540495872498,0.1895219087600708,0.2155100703239441,0.2418552041053772,0.05574090778827667,0.2210746705532074,0.14098210632801056,0.1662813425064087,0.05407446622848511,0.09363487362861633,0.28862881660461426,0.09867279976606369,0.10034693777561188,0.25113382935523987,0.2920554578304291,0.0466206818819046,0.08463981747627258,0.09540538489818573,0.1875981092453003,0.1454867720603943,0.2019604742527008,0.11955802887678146,0.11005742102861404,0.2630290389060974,0.231813445687294,0.04950561001896858,-0.07289440929889679
Bill Clinton,0.14732657372951508,0.04677301645278931,0.1159106194972992,0.11092649400234222,0.08009309321641922,0.18995405733585358,0.09893234074115753,-0.02160150185227394,0.09166043996810913,0.10255343466997147,0.17220227420330048,0.4274129867553711,0.0585506372153759,0.9999999403953552,0.21494507789611816,0.15762005746364594,0.12638163566589355,0.24974068999290466,0.22419403493404388,0.08895199000835419,0.14570462703704834,0.151311993598938,0.055403854697942734,0.1716841459274292,0.12385337054729462,0.0820644423365593,0.18322649598121643,0.1061294823884964,0.22915740311145782,0.2415490299463272,0.07659902423620224,0.14697307348251343,0.22141702473163605,0.24751991033554077,0.22635625302791595,0.07629182934761047,0.15339018404483795,0.27818089723587036,0.13574671745300293,0.15841960906982422,0.20356765389442444,0.5778014659881592,0.148173987865448,0.14097167551517487,0.11003243923187256,0.14977043867111206,0.18136809766292572,0.07148965448141098,0.11843572556972504,0.0948549136519432,0.07306727021932602,-0.1021769642829895
