label,Adam Driver,Adriana Lima,Amber Heard,Amy Adams,Andrew Garfield,Angelina Jolie,Anjelica Huston,Anna Faris,Anna Kendrick,Anne Hathaway,Arnold Schwarzenegger,Barack Obama,Beth Behrs,Bill Clinton,Bob Dylan,Bob Marley,Bradley Cooper,Bruce Willis,Bryan Cranston,Cameron Diaz,Channing Tatum,Charlie Sheen,Charlize Theron,Chris Evans,Chris Hemsworth,Chris Pine,Chuck Norris,Courteney Cox,Demi Lovato,Drake,Drew Barrymore,Dwayne Johnson,Ed Sheeran,Elon Musk,Elvis Presley,Emma Stone,Frida Kahlo,George Clooney,Glenn Close,Gwyneth Paltrow,Harrison Ford,Hillary Clinton,Hugh Jackman,Idris Elba,Jake Gyllenhaal,James Franco,Jared Leto,Jason Momoa,Jennifer Aniston,Jennifer Lawrence,person,<empty>
Adam Driver,1.0,0.7552071809768677,0.7745616436004639,0.74979168176651,0.8635529279708862,0.8196765184402466,0.8043848872184753,0.788737416267395,0.8216844797134399,0.8192952871322632,0.7868854999542236,0.7976905703544617,0.7679054737091064,0.8357183933258057,0.8045796751976013,0.6956126689910889,0.8371139168739319,0.8297740817070007,0.8009123802185059,0.8246088624000549,0.8537048101425171,0.7778046727180481,0.6541982889175415,0.7793927192687988,0.7998177409172058,0.8062276840209961,0.7572622895240784,0.8007378578186035,0.79193115234375,0.767414927482605,0.8280231356620789,0.7917132377624512,0.8245252370834351,0.7736212611198425,0.8314568400382996,0.8062701225280762,0.795792818069458,0.8646116852760315,0.7969253659248352,0.7541936635971069,0.8232810497283936,0.7934098243713379,0.8493512272834778,0.8721191883087158,0.7983614206314087,0.8570262789726257,0.8119202852249146,0.8186197876930237,0.82640141248703,0.7076488733291626,0.6824281215667725,-0.030649874359369278
Adriana Lima,0.7552071809768677,1.0,0.7824613451957703,0.8096252679824829,0.7374277114868164,0.807857871055603,0.7629098892211914,0.76971036195755,0.8099387884140015,0.7682524919509888,0.71369469165802,0.7586414813995361,0.6554173827171326,0.6651059985160828,0.7053358554840088,0.6405116319656372,0.7192153334617615,0.6543456315994263,0.6904845237731934,0.8123557567596436,0.7898140549659729,0.7073873281478882,0.7531812191009521,0.6985529661178589,0.6598420739173889,0.7572636008262634,0.6134371757507324,0.7594557404518127,0.74668949842453,0.7089568376541138,0.781775951385498,0.7029223442077637,0.7944135665893555,0.712863564491272,0.7409788370132446,0.7775001525878906,0.7662959098815918,0.7646360397338867,0.7075097560882568,0.687039315700531,0.6978518962860107,0.7065471410751343,0.732782781124115,0.7690056562423706,0.8104053735733032,0.7166138887405396,0.7654750347137451,0.7608352899551392,0.7378714680671692,0.7162699699401855,0.6632682085037231,-0.09963144361972809
Amber Heard,0.7745616436004639,0.7824613451957703,0.9999998807907104,0.8257280588150024,0.7651600241661072,0.8105411529541016,0.818006694316864,0.7740672826766968,0.8178794384002686,0.7889888882637024,0.7318017482757568,0.7259198427200317,0.7847113013267517,0.7273572683334351,0.741601288318634,0.657311201095581,0.7389039993286133,0.7565672397613525,0.7874234914779663,0.8001495599746704,0.7661219835281372,0.771473228931427,0.6514668464660645,0.7423250675201416,0.7524329423904419,0.8207523822784424,0.7041821479797363,0.8180884122848511,0.7373908162117004,0.6569473743438721,0.8285363912582397,0.7135215997695923,0.7528665065765381,0.719306468963623,0.7647846341133118,0.8431986570358276,0.7739628553390503,0.8015170693397522,0.8267163038253784,0.8257735967636108,0.7272447943687439,0.7055742740631104,0.7851231098175049,0.787167489528656,0.7545393109321594,0.7935812473297119,0.7196208834648132,0.7937791347503662,0.836563229560852,0.7441393136978149,0.6440089344978333,-0.07543165981769562
Amy Adams,0.74979168176651,0.8096252679824829,0.8257280588150024,0.9999998807907104,0.7658257484436035,0.7414228916168213,0.7435591220855713,0.7599730491638184,0.8423365950584412,0.7857359051704407,0.7567722797393799,0.7348874807357788,0.7542017698287964,0.7252295017242432,0.7405334711074829,0.6939250230789185,0.7344892621040344,0.7325757741928101,0.7626606225967407,0.7973904609680176,0.7755591869354248,0.7259079217910767,0.6133427619934082,0.770294189453125,0.6764740943908691,0.7814637422561646,0.724928081035614,0.7519071102142334,0.7368543148040771,0.733086109161377,0.7646355628967285,0.7495466470718384,0.7597787380218506,0.7155017852783203,0.7313847541809082,0.8232004642486572,0.7410824298858643,0.740077018737793,0.7608075141906738,0.7980000972747803,0.7163202166557312,0.6969119310379028,0.7563087940216064,0.7757055759429932,0.767225980758667,0.7374056577682495,0.7900464534759521,0.7998124361038208,0.7730679512023926,0.7668692469596863,0.6738473773002625,-0.070132777094841
Andrew Garfield,0.8635529279708862,0.7374277114868164,0.7651600241661072,0.7658257484436035,1.0,0.7557770013809204,0.7486090064048767,0.7532263994216919,0.7769913077354431,0.8346670866012573,0.8508848547935486,0.7318830490112305,0.8041541576385498,0.8147057294845581,0.8147037625312805,0.7318121194839478,0.8990205526351929,0.8576414585113525,0.8659641742706299,0.8535962104797363,0.8395647406578064,0.7773841619491577,0.582576334476471,0.8067548274993896,0.8373685479164124,0.8714545369148254,0.7932970523834229,0.7568739652633667,0.7660448551177979,0.7022253274917603,0.809404194355011,0.8068199157714844,0.7985394597053528,0.769383430480957,0.7816052436828613,0.8194715976715088,0.7985320091247559,0.8869466781616211,0.8190063238143921,0.8086434602737427,0.851570188999176,0.7627437114715576,0.8755844235420227,0.8699122667312622,0.6941137313842773,0.8664842844009399,0.8124583959579468,0.7798035144805908,0.824140191078186,0.7927359342575073,0.6974391937255859,-0.050633225589990616
Angelina Jolie,0.8196765184402466,0.807857871055603,0.8105411529541016,0.7414228916168213,0.7557770013809204,1.0,0.8325931429862976,0.7219382524490356,0.7972402572631836,0.8100143671035767,0.7602447271347046,0.7913038730621338,0.694965660572052,0.7700055837631226,0.7497133016586304,0.6616705656051636,0.7705966830253601,0.7542468309402466,0.7439402341842651,0.8350587487220764,0.8644031286239624,0.7691371440887451,0.7181079983711243,0.6744770407676697,0.7350857257843018,0.7465898990631104,0.6421237587928772,0.8141940832138062,0.808667004108429,0.6923964619636536,0.8553059101104736,0.7648522853851318,0.7856767177581787,0.7365124225616455,0.8102520704269409,0.8290097713470459,0.8067814111709595,0.830268144607544,0.7489790916442871,0.7555334568023682,0.7136366367340088,0.7914466857910156,0.8073914051055908,0.8345350027084351,0.7673232555389404,0.8313257694244385,0.7773230075836182,0.8053309917449951,0.8282511234283447,0.7024575471878052,0.6111983060836792,-0.043105706572532654
Anjelica Huston,0.8043848872184753,0.7629098892211914,0.818006694316864,0.7435591220855713,0.7486090064048767,0.8325931429862976,1.0,0.7710236310958862,0.7799167633056641,0.746941089630127,0.6973240375518799,0.7069301009178162,0.7760545015335083,0.7337813377380371,0.6986736059188843,0.5904024839401245,0.733426570892334,0.7751124501228333,0.783141016960144,0.8108959197998047,0.8076748847961426,0.7755199670791626,0.7571618556976318,0.6128305196762085,0.6524670720100403,0.778138279914856,0.6651060581207275,0.8613046407699585,0.7262696027755737,0.6130636930465698,0.8312307596206665,0.751998782157898,0.7546508312225342,0.6447384357452393,0.7736023664474487,0.8012940883636475,0.7622542977333069,0.8171104192733765,0.772005558013916,0.7243003249168396,0.7016607522964478,0.7230097055435181,0.7426625490188599,0.8508886694908142,0.7560933828353882,0.7642762660980225,0.6896443367004395,0.7711564898490906,0.778287410736084,0.6513597965240479,0.5647577047348022,-0.05966867879033089
Anna Faris,0.788737416267395,0.76971036195755,0.7740672826766968,0.7599730491638184,0.7532263994216919,0.7219382524490356,0.7710236310958862,0.9999998807907104,0.7861502170562744,0.7630201578140259,0.6817745566368103,0.673263430595398,0.773864209651947,0.7200668454170227,0.6964453458786011,0.6140736937522888,0.7389742136001587,0.7340087890625,0.7663149833679199,0.7561134696006775,0.7367997765541077,0.6964668035507202,0.7337730526924133,0.7001463174819946,0.7231078743934631,0.760111927986145,0.6744588017463684,0.8032504320144653,0.6946252584457397,0.6489081382751465,0.80475914478302,0.6981762051582336,0.7196288704872131,0.6672014594078064,0.7636172771453857,0.7868685722351074,0.7392038106918335,0.7730857729911804,0.7446553111076355,0.7492170333862305,0.7395439147949219,0.7011420726776123,0.6908838748931885,0.7900905609130859,0.7773513793945312,0.7555111646652222,0.697356104850769,0.7248453497886658,0.7752543687820435,0.6660842895507812,0.6303907036781311,-0.10729192197322845
Anna Kendrick,0.8216844797134399,0.8099387884140015,0.8178794384002686,0.8423365950584412,0.7769913077354431,0.7972402572631836,0.7799167633056641,0.7861502170562744,0.9999998807907104,0.8549299240112305,0.7533406019210815,0.7882126569747925,0.7692164182662964,0.7119959592819214,0.7610023021697998,0.6768434047698975,0.7432076930999756,0.7354015111923218,0.7677701711654663,0.7760719656944275,0.8133633136749268,0.7429341077804565,0.6273228526115417,0.7154555320739746,0.708448052406311,0.7927569150924683,0.7048453688621521,0.7507030963897705,0.7701755166053772,0.7322626113891602,0.7929349541664124,0.760956883430481,0.8010311126708984,0.762386679649353,0.7796180248260498,0.8666345477104187,0.7988020181655884,0.7896766662597656,0.7369760274887085,0.7859820127487183,0.7141890525817871,0.738377571105957,0.7906506061553955,0.783448338508606,0.7968831062316895,0.7991145253181458,0.7806046009063721,0.7957923412322998,0.8059489727020264,0.7498691082000732,0.6626901626586914,-0.04049333930015564
Anne Hathaway,0.8192952871322632,0.7682524919509888,0.7889888882637024,0.7857359051704407,0.8346670866012573,0.8100143671035767,0.746941089630127,0.7630201578140259,0.8549299240112305,1.0,0.813251256942749,0.7339311242103577,0.8291618824005127,0.7966557741165161,0.7865387201309204,0.7152567505836487,0.8088567852973938,0.8214304447174072,0.7969433069229126,0.8179025650024414,0.8286424279212952,0.7777003049850464,0.5782790184020996,0.7854853868484497,0.8218217492103577,0.791884183883667,0.7680212259292603,0.7473922967910767,0.7942827939987183,0.7231197357177734,0.8011347055435181,0.7777706384658813,0.7702851891517639,0.7670566439628601,0.7579044103622437,0.8877853155136108,0.7897507548332214,0.8332887887954712,0.7698639035224915,0.8519080877304077,0.7742579579353333,0.7594322562217712,0.8439397811889648,0.8077219724655151,0.7128466963768005,0.8298599123954773,0.7952263355255127,0.7623448371887207,0.8368845582008362,0.7979884743690491,0.6777116060256958,-0.03178175166249275
